Minisector,NOR,HAM,Fastest
0,258.3053530646326,258.8193100741501,HAM
1,136.0474296639624,133.9223883190857,NOR
2,204.09455678476192,202.61908425023344,NOR
3,248.4854376495006,248.66071684832136,HAM
4,256.477498688,259.7309927292517,HAM
5,171.59914057439465,179.23343691809524,HAM
6,144.40017157686643,147.0212017652355,HAM
7,183.86546994370735,188.87061458626263,HAM
8,95.19740731678623,100.5283169209516,HAM
9,72.47335796645365,74.42638839496063,HAM
10,95.39128007575927,98.92786497879872,HAM
11,188.38303382505495,189.72326691887056,HAM
12,245.57054814050358,251.06795807392606,HAM
13,269.24985028808203,272.21246072250966,HAM
14,277.1267835885714,282.5247746361905,HAM
15,104.53655867141953,114.29028688530907,HAM
16,151.87336089242524,158.62955555709402,HAM
17,185.02419786078718,186.2293642514286,HAM
18,202.36188428507458,206.62270012526548,HAM
19,219.11870306962962,215.96537556856708,NOR
20,142.6999341374506,137.4411765858201,NOR
21,118.50495122770171,109.22427755503885,NOR
22,98.08092277298603,105.3488002009018,HAM
23,200.25391722218487,203.36382021948052,HAM
24,254.69481741679814,252.5950294584874,NOR
