Minisector,LEC,RUS,Fastest
0,327.97901085832547,322.29666103335785,LEC
1,338.43083070548755,332.24397532113517,LEC
2,339.5117648470588,333.53954365079363,LEC
3,190.14900208716483,192.73269369543942,RUS
4,131.25603888652114,126.32520282883232,LEC
5,269.9052180841819,266.8533639376938,LEC
6,306.15876696188684,300.63218096250023,LEC
7,322.9624872330742,315.59535158599897,LEC
8,284.80366045777777,274.65102708337463,LEC
9,144.66523108151625,148.44825127452918,RUS
10,227.92561054965987,226.88859244913007,LEC
11,236.97428445634247,232.49231379731378,LEC
12,207.32047366836795,207.45214469402683,RUS
13,274.4865797814796,272.16287447197874,LEC
14,310.6556563693424,309.7702911230327,LEC
15,327.5381862327065,320.11861111111114,LEC
16,285.11952428720497,266.2171837179004,LEC
17,215.18641761877552,226.27464323033288,RUS
18,282.3609682095461,281.05699884279244,LEC
19,313.97749675444413,310.1550396825397,LEC
20,329.1936599264749,320.39643119264827,LEC
21,319.4312837846465,292.36378829591183,LEC
22,213.99228364256302,223.37275641025641,RUS
23,266.81726473309095,271.83601320036695,RUS
24,308.29576429654645,306.66775017253275,LEC
