Minisector,VER,ALO,Fastest
0,286.934960551632,283.98519198154884,VER
1,298.127696,295.4755280166233,VER
2,303.60737957819845,299.5453636213103,VER
3,303.85006246760224,299.8506365464346,VER
4,190.9076958534947,182.3311026085714,VER
5,206.6829539277306,211.6905955367954,ALO
6,244.50143226006267,239.2387182165632,VER
7,264.8147277367158,263.94399276110136,VER
8,273.50122014749047,271.70807178601495,VER
9,168.97134939862426,161.4667552526091,VER
10,224.75841922810233,227.14271697706465,ALO
11,147.56528558678534,142.46625597818672,VER
12,210.7790760216918,220.6820555657749,ALO
13,218.56970543188393,207.79803861211008,VER
14,202.32519365361392,205.83293280949874,ALO
15,247.9193564256595,251.0111672630213,ALO
16,257.73328108847386,258.28155433828016,ALO
17,280.49789898039216,279.2184835190514,VER
18,185.7951882083341,158.19603952284848,VER
19,140.2715290837434,152.35741477233373,ALO
20,146.05971193605197,142.47163358840203,VER
21,181.9116015494312,167.02753567111114,VER
22,122.42171489385719,119.51460174325481,VER
23,209.27774983669246,216.78473646826413,ALO
24,263.82300023683007,265.00900830699584,ALO
25,,278.0499989333333,ALO
