Minisector,PER,SAI,Fastest
0,288.82853308071583,309.99360159238097,SAI
1,298.4291073142857,320.5516956655226,SAI
2,304.0013157614035,323.7634804705882,SAI
3,304.4677628631579,320.71271825964914,SAI
4,186.168700079291,165.53700554455236,PER
5,215.18218406672534,207.98065523809524,PER
6,237.50316706133333,235.32613450734624,PER
7,265.5432805437317,263.50798193593073,PER
8,266.619008984853,243.30543349313365,PER
9,173.80569236539327,163.22800954074074,PER
10,235.359676382287,227.3988752162265,PER
11,137.46711516099506,135.42083644763272,PER
12,230.26137461807326,233.30022175407382,SAI
13,203.3819635678034,180.0902685119285,PER
14,219.8184168605818,224.57926913860416,SAI
15,250.7146223436853,240.32601681904762,PER
16,265.25514614507495,261.4813989577607,PER
17,284.8651417591446,282.4528062839002,PER
18,174.51797878113325,150.00569727310736,PER
19,170.28878664113535,174.52267149803924,SAI
20,149.87356527971056,148.16252912010108,PER
21,176.19009748414692,158.9729622405517,PER
22,121.43119791846837,116.17565684293238,PER
23,223.9222043629201,229.24118658461538,SAI
24,270.7075739896141,272.8189588266667,SAI
