Minisector,BOT,LEC,Fastest
0,288.6481477671957,291.6894671067105,LEC
1,301.4077888566477,303.0333137833873,LEC
2,306.0294486990909,308.2472222222222,LEC
3,307.624181647619,305.75578277258484,BOT
4,183.87114710147623,166.48607512645626,BOT
5,207.16589321224774,208.13990132949039,LEC
6,242.8500004254476,227.6507207426854,BOT
7,266.90895906967415,261.4291110738539,BOT
8,280.94428319854785,259.6802796394188,BOT
9,170.35585174554535,155.82218311104253,BOT
10,230.43127863547818,227.10163127495298,BOT
11,146.39471164420016,137.17286293449595,BOT
12,220.35894659808562,226.8960836649771,LEC
13,213.60945893191797,191.72547335188324,BOT
14,207.30330162056418,213.55571620133205,LEC
15,250.90189791120537,237.2320996785372,BOT
16,262.0248898274342,257.3435938961689,BOT
17,284.12260308855224,284.2165455735012,LEC
18,168.3916873173605,132.42410165123016,BOT
19,146.18616166687622,163.87326146703302,LEC
20,146.63510258484263,143.50974602732077,BOT
21,173.2110557158988,159.33897154927567,BOT
22,120.85923568040972,118.96199886151742,BOT
23,215.81642529433805,227.90829138799967,LEC
24,268.38163845445655,270.1068295243851,LEC
