Minisector,HAM,RIC,Fastest
0,267.9841705920667,271.43541223098913,RIC
1,292.46540569949286,298.5761764392157,RIC
2,306.29474456380956,309.6799573005128,RIC
3,315.3197319968634,319.38589225589226,RIC
4,319.56488623999996,324.64143272442067,RIC
5,322.2859381000866,326.8993332622222,RIC
6,197.1181933733995,184.38501982608696,HAM
7,106.23062972774574,106.38615345775679,RIC
8,184.8119826522751,186.40164037013653,RIC
9,255.77372547666624,258.84434048888886,RIC
10,283.6452079466667,288.9251035813485,RIC
11,153.44151795952382,154.55010899044734,RIC
12,95.95182299283032,99.13077996680137,RIC
13,116.35064724649702,116.50248740884408,RIC
14,214.61753531374987,217.23708707225728,RIC
15,185.32214295497587,182.3677483465157,HAM
16,220.04705255619047,210.50766218824984,HAM
17,176.4747745802159,174.77396141103597,HAM
18,232.11166521777778,237.61383482867168,RIC
19,273.6834783881481,279.2241621008549,RIC
20,246.49219072249352,238.38739954466334,HAM
21,145.7685656903418,142.83855621406258,HAM
22,96.5687412318541,94.95618379665689,HAM
23,126.49610335089947,127.16228558474111,RIC
24,222.48047844119972,224.054376678048,RIC
