Minisector,HAM,LEC,Fastest
0,289.6525622177417,291.6894671067105,LEC
1,301.1042590035693,303.0333137833873,LEC
2,307.2207214463325,308.2472222222222,LEC
3,309.0683174677555,305.75578277258484,HAM
4,181.8833228005788,166.48607512645626,HAM
5,220.33622258325784,208.13990132949039,HAM
6,244.8087646984067,227.6507207426854,HAM
7,268.5934857058201,261.4291110738539,HAM
8,272.289271687105,259.6802796394188,HAM
9,167.38442936512203,155.82218311104253,HAM
10,233.12148498478433,227.10163127495298,HAM
11,145.24433920272176,135.87048190126688,HAM
12,224.73103364809793,224.94892441342097,LEC
13,205.0212854940818,192.79183771157108,HAM
14,213.81694803009614,211.49089469294321,HAM
15,246.49982717167345,237.19553299656278,HAM
16,260.5763168341244,254.70334448017778,HAM
17,284.7989463363651,282.3003418401679,HAM
18,147.37171464486732,142.67973235393285,HAM
19,159.46250554992326,161.15041181542009,LEC
20,150.9988497913647,141.85530872656184,HAM
21,170.06077573787235,160.87022154927567,HAM
22,121.23228875515468,116.3582554670581,HAM
23,222.849425805403,223.2177089628337,LEC
24,274.58543984014545,268.49104005070086,HAM
25,,283.7,LEC
