Minisector,HAM,LEC,Fastest
0,278.6541819118197,273.94688672422393,HAM
1,239.45527925164524,225.2189235360587,HAM
2,118.27537266975311,113.3412010585356,HAM
3,191.75695266607244,191.8304613865407,LEC
4,183.44220516208827,181.826568792566,HAM
5,220.36927461160704,219.540881001664,HAM
6,277.813123514797,275.8376527581535,HAM
7,295.1005029265336,292.0844495157776,HAM
8,189.2372428151181,177.87414064693823,HAM
9,134.7144379248158,133.18050250723417,HAM
10,136.340087488696,134.5959989275754,HAM
11,191.84618319831043,187.22844138670266,HAM
12,224.73716972853362,221.36681298079574,HAM
13,135.11865839346348,132.8913027779192,HAM
14,157.87492082340663,153.75597777099634,HAM
15,121.6867084387457,123.40005492315609,LEC
16,256.0004622518751,253.64693799183672,HAM
17,144.22548236355888,147.06123732946244,LEC
18,200.8539008689968,198.80199568945827,HAM
19,140.69678152212484,134.2317970826373,HAM
20,155.20297986379876,148.64828062144758,HAM
21,130.67184078915665,125.7603201001628,HAM
22,146.44040085056997,147.21210439866445,LEC
23,222.0211279889915,215.69565058247025,HAM
24,236.88639619340327,228.10206424545578,HAM
