Minisector,HAM,OCO,Fastest
0,306.24619420270193,285.2504916078431,HAM
1,140.382861059944,123.68855870789199,HAM
2,136.2018933010101,159.89655040000002,OCO
3,228.39116234817243,211.31068634531522,HAM
4,158.13160889064036,159.4989729681445,OCO
5,241.34079296628897,244.06558440715253,OCO
6,234.22639827208656,205.73181480000002,HAM
7,135.67555385833333,134.4975149343952,HAM
8,234.46041599999998,235.11124874666666,OCO
9,277.57083306666664,279.6578337961086,OCO
10,295.28271932235833,284.081863027451,HAM
11,154.59284363870967,142.8180731763056,HAM
12,213.55105814862816,224.7536462495675,OCO
13,268.8919266666667,273.0391736952381,OCO
14,280.9000139958032,274.69673215157485,HAM
15,101.83525803615242,101.26559288506755,HAM
16,214.15521797970771,222.26705629937499,OCO
17,274.5164562464986,277.5917315,OCO
18,302.8672498391813,300.22750016000003,HAM
19,319.6817310358974,313.5293900285714,HAM
20,329.0283332977778,320.89467028953237,HAM
21,304.0502092234967,286.4617627607843,HAM
22,152.46732323940887,145.56733952864485,HAM
23,232.74755019125558,231.927460300839,HAM
24,285.36190497703086,279.71481517037034,HAM
