Minisector,HAM,NOR,Fastest
0,232.04186661245154,234.27757920743232,NOR
1,281.2855932110255,282.43170137777776,NOR
2,295.38624056074474,295.9643153160009,NOR
3,302.50407716130707,302.16421167424005,HAM
4,277.8005062885794,264.57741205770617,HAM
5,174.54457065078898,168.13621551161614,HAM
6,262.62678239461695,262.6975638783837,NOR
7,278.41908932931705,279.84048963247506,NOR
8,224.78829994395673,208.17265929997487,HAM
9,221.67810273908657,225.2874578354092,NOR
10,193.71973441112002,172.859597095001,HAM
11,228.27944053674523,226.61832231645928,HAM
12,213.4175949349278,200.74735780540453,HAM
13,223.369713972983,207.00894458178757,HAM
14,224.64014771213706,227.53104663567933,NOR
15,187.42328840589832,176.1703119889677,HAM
16,247.64884646891662,251.2175786102393,NOR
17,284.8424519907042,284.4767945428577,HAM
18,296.34466210443435,296.454921095857,NOR
19,287.08811714326015,284.4327956629978,HAM
20,137.79162501304373,128.02492987041964,HAM
21,168.6495385750066,152.3080960288127,HAM
22,153.06353750405137,157.75024387407876,NOR
23,210.28789848640062,197.7603461440709,HAM
24,150.6893287676846,145.00148916928384,HAM
25,185.6,,HAM
