Minisector,HAM,RIC,Fastest
0,287.7378309733333,285.1137153154638,HAM
1,291.76893220845074,293.8371326117647,RIC
2,163.9699065948498,159.5436183288548,HAM
3,216.64354746219868,215.4969349983976,HAM
4,270.4048191518954,268.66212121212124,HAM
5,290.9133166243137,293.68494266742533,RIC
6,292.8198763100245,302.48362661925927,RIC
7,172.26217421553923,173.9666740892659,RIC
8,120.40707045272848,104.96796077661742,HAM
9,248.56075829714285,247.34411187916908,HAM
10,285.23406442728117,285.4227664197531,RIC
11,296.4831353269841,298.28828571428573,RIC
12,142.07961519817042,147.49655493930425,RIC
13,192.57885455364624,177.83985665580056,HAM
14,254.94999931070706,253.49688898165417,HAM
15,198.71174451540267,197.80849661754388,HAM
16,212.14354741834674,206.05195416540212,HAM
17,207.27619744075125,196.40791932307692,HAM
18,242.458010754709,227.4759519390476,HAM
19,276.8925436398413,270.7622653733333,HAM
20,293.99277014369255,292.41466931216934,HAM
21,256.44851380345676,247.29313617608466,HAM
22,212.27379328046175,213.61083810920636,RIC
23,202.45003186539682,201.01884537542944,HAM
24,262.57792400732023,258.4000310920635,HAM
25,279.93749760000003,277.88500096,HAM
