Minisector,NOR,LEC,Fastest
0,284.7216871977143,290.30450519443224,LEC
1,294.0599069361879,303.26075438209944,LEC
2,299.41651508175045,308.0210689015873,LEC
3,299.65743062320985,309.56250011428574,LEC
4,196.57055603309968,194.24830949155273,NOR
5,213.2310484107592,214.5070960153375,LEC
6,263.7776918780062,267.0121478673106,LEC
7,260.3186504486957,267.21859031376624,LEC
8,192.22884179911355,189.98282019398812,NOR
9,144.83580779662344,157.21751970170655,LEC
10,181.97159587950617,188.98564312024305,LEC
11,255.9781792128436,258.4824900972438,LEC
12,240.76567275336237,251.2010422636774,LEC
13,224.8630081325655,234.89828260987014,LEC
14,265.35291859058253,274.4955147445553,LEC
15,170.68852110014765,171.6941758136941,LEC
16,221.73971159030444,221.89672388432885,LEC
17,232.86099768135793,238.51580271801862,LEC
18,132.57552553720092,140.08217480171325,LEC
19,237.45766763213712,240.59146679656874,LEC
20,272.71182626291653,274.679307516792,LEC
21,243.4847493193506,240.2024642909091,NOR
22,134.94336897321207,143.0216586890334,LEC
23,208.67974798304326,216.4879819468697,LEC
24,267.68330044190475,269.8159664612873,LEC
