Minisector,VER,HAM,Fastest
0,298.63083349333334,293.42067343946127,VER
1,203.15196910074783,212.02559322723917,HAM
2,144.99549803518207,143.86191176950229,VER
3,219.49193858839826,218.7246012657085,VER
4,160.9564983822306,160.34824718753785,VER
5,181.80372858509423,183.33173404848483,HAM
6,251.00262405530864,247.94889142454758,VER
7,276.9206582810961,273.09295067375797,VER
8,285.0007986285714,279.1791609765854,VER
9,249.75643128888888,260.43626530859893,HAM
10,244.22585399024774,243.11023334863634,VER
11,234.3926209382716,239.88615038506262,HAM
12,205.52603683451954,209.7606565737667,HAM
13,140.4182685631169,139.48181967479402,VER
14,145.50813281426167,147.16581838669745,HAM
15,182.59563393054944,179.71776998934186,VER
16,251.25381513939192,246.58073422661352,VER
17,234.57911940458553,230.23204876682007,VER
18,117.57260983385285,115.36215809810336,VER
19,198.66425416966183,195.54582297917358,VER
20,194.3473861999829,202.2938723633306,HAM
21,234.3564787116883,234.82129281648582,HAM
22,262.1437040458862,260.99840959843027,VER
23,281.23391830291945,278.0259552869082,VER
24,292.67084848,289.4111799496251,VER
