Minisector,VER,SAI,Fastest
0,294.12602775820665,304.53290716625173,SAI
1,164.81392592021993,162.33844776222372,VER
2,179.9087728357092,168.66404696378868,VER
3,251.8232843276334,248.71337541511377,VER
4,284.0221706764289,285.00467642015184,SAI
5,260.7285118114286,234.38988395438017,VER
6,228.13188614509403,220.51268955639793,VER
7,151.83054542746203,150.48253721281222,VER
8,222.4008351753484,224.895093818158,SAI
9,278.9873109317172,282.13157524492715,SAI
10,299.88021457290927,307.2571628830926,SAI
11,310.84325984174984,324.28213809724315,SAI
12,315.38846760293427,336.4335239517147,SAI
13,317.0764677257143,330.7457439108222,SAI
14,131.7228915194798,124.32929421815196,VER
15,121.57868503644549,118.06699391469893,VER
16,105.33993489431883,106.0062624773669,SAI
17,230.6876149769375,235.66174349400208,SAI
18,283.22120336922154,287.9078579909738,SAI
19,303.65332514938774,314.83402494111647,SAI
20,314.07729197860965,331.89041494889136,SAI
21,315.5611702057093,335.57746181333334,SAI
22,126.30402593853213,118.85691717610862,VER
23,199.60627279763924,211.8515271638314,SAI
24,270.2404214864198,276.11896457306773,SAI
25,285.64999936000004,,VER
