Minisector,NOR,SAI,Fastest
0,256.03457710930945,255.17038784761903,NOR
1,203.95276359033195,205.30563648179273,SAI
2,221.36483497748696,218.02343869999999,NOR
3,262.5216047407407,263.51556850392154,SAI
4,276.5342076201141,275.7495002026667,NOR
5,223.64248590548726,216.5208950491859,NOR
6,94.65263339492903,93.46862643063685,NOR
7,187.4397840949748,183.27972457788675,NOR
8,269.16189379608977,275.20478754920634,SAI
9,289.27211462611257,308.7606333991342,SAI
10,295.9154659957857,320.65747185442274,SAI
11,292.4420298086957,313.7174234666667,SAI
12,113.46299627509994,113.05558266162602,NOR
13,217.72877046088945,213.8148783554985,NOR
14,275.48166598095236,275.12383368533335,NOR
15,293.3522568888889,293.58184528888887,SAI
16,225.43078296774195,221.6927978470046,NOR
17,121.71601859236225,121.96218668273184,SAI
18,150.83685121473073,151.53077117019217,SAI
19,252.74525951322752,251.0354941798942,NOR
20,155.6751002472319,153.6754449665925,NOR
21,130.6604046971309,129.22342591118993,NOR
22,206.78953851817414,204.31317261367408,NOR
23,207.86365362922493,206.53472184242426,NOR
24,165.61595088737073,165.695879902414,SAI
25,229.88333226666666,,NOR
