Minisector,RUS,ALO,Fastest
0,244.40849207505065,248.77384104085237,ALO
1,284.4680790341818,286.4922116850017,ALO
2,181.8553309336312,163.2409804989399,RUS
3,159.20962786166683,155.3433466268216,RUS
4,255.12869014516926,255.41413012752832,ALO
5,264.96192443919716,269.05824499478257,ALO
6,235.41110832245076,238.09988273808003,ALO
7,211.58540100391926,214.16251101271953,ALO
8,161.64891371077314,158.78840795543493,RUS
9,211.31875606471243,217.36221382793264,ALO
10,269.85533969850337,271.6819629549311,ALO
11,129.10306334559542,126.86096825195804,RUS
12,207.4512004511611,205.59692954301588,RUS
13,273.41527931759833,276.16751557163417,ALO
14,296.3018326202398,296.70113813571504,ALO
15,306.9305295829801,306.2023533925926,RUS
16,251.696824213665,252.38793295925927,ALO
17,128.57553744133037,128.59794973043427,ALO
18,128.6068882028163,127.28352257386534,RUS
19,116.774340035008,117.93170715196351,ALO
20,221.56414118115484,217.30673108182455,RUS
21,259.82733592613545,259.9890637644479,ALO
22,239.74624956590077,242.94622835505,ALO
23,215.8748397423029,213.4645923242601,RUS
24,138.84887136305787,132.88229645984018,RUS
25,,213.76765904761905,ALO
