Minisector,BOT,RIC,Fastest
0,276.9809084471609,275.4492542125004,BOT
1,296.8944444888889,296.0349047649524,BOT
2,292.6165397921453,290.59625394711196,BOT
3,187.89973813583356,175.91100591498258,BOT
4,119.86469431585638,114.64147088248332,BOT
5,235.49785051499492,235.0698123968144,BOT
6,282.9558244577383,279.6546471794872,BOT
7,290.34775565128206,284.69583372307693,BOT
8,179.14481528093376,177.39938421165832,BOT
9,139.09953197345445,138.67095790228063,BOT
10,250.39864573548658,248.7169535632184,BOT
11,287.9993335954286,287.6112490710347,BOT
12,298.26495300334864,296.46789117584933,BOT
13,278.38408875018314,285.03297621333337,RIC
14,294.43725165640103,295.15711429406144,RIC
15,292.3334994773333,291.8878573714286,BOT
16,250.07106082294055,254.906358833937,RIC
17,220.89962191515153,225.4241157171717,RIC
18,275.8942934421899,274.5951073082995,BOT
19,298.8330002773333,294.51924590476193,BOT
20,298.1639562180665,301.56927079999997,RIC
21,232.19648359386397,232.4732404379936,RIC
22,256.9784399521658,253.8269545715027,BOT
23,138.86783164096352,137.78731095419383,BOT
24,212.29737035373404,208.39344314675995,BOT
25,257.0500032,257.16666666666663,RIC
