Minisector,PIA,RUS,Fastest
0,289.47723614907164,289.0042733757087,PIA
1,308.0995516750849,308.55310455151084,RUS
2,312.6571850454257,309.3297828730435,PIA
3,198.34996541334158,202.6927814640645,RUS
4,237.72142249362074,236.75151752998306,PIA
5,224.14417080200718,225.33670823959696,RUS
6,206.57630466031745,207.01299336574695,RUS
7,235.06587472544172,229.9788643759674,PIA
8,272.53072966724386,266.8775088556329,PIA
9,275.75239845971606,277.3432524637681,RUS
10,173.70016285467787,172.7854381363861,PIA
11,240.13568168766963,238.91728020233492,PIA
12,116.8326461292658,112.80047987236011,PIA
13,226.05191786385095,222.02480862971143,PIA
14,279.31322424110243,279.92092941966143,RUS
15,295.77067136296296,295.6879933509642,PIA
16,216.56086385686285,218.2679500574752,RUS
17,190.34005029492735,180.8197165859995,PIA
18,269.42482806012123,267.19456080910055,PIA
19,296.18538760524507,294.6961577280412,PIA
20,308.0092924609529,307.2655200845352,PIA
21,307.9370623077469,307.57089569600004,PIA
22,282.2056207714091,278.3143063114922,PIA
23,116.95397142314462,119.57390087293017,RUS
24,243.3566529955267,246.06210440402265,RUS
25,276.0324589385367,277.0,RUS
