Minisector,RUS,OCO,Fastest
0,294.71142437034933,291.220987705679,RUS
1,225.4197126359158,233.42569867543267,OCO
2,133.25981894550094,128.54897235392937,RUS
3,230.33818594207975,230.7899152647288,OCO
4,195.88259729858282,192.8173357231746,RUS
5,241.59783793021646,245.35585825618782,OCO
6,221.15281989003594,228.74447259290193,OCO
7,255.85642837438422,250.15371028334974,RUS
8,283.0211134130444,278.0243921075809,RUS
9,199.68144146501936,214.0060055629118,OCO
10,207.69936852236103,204.4980911439557,RUS
11,270.51366537784554,265.0296024317016,RUS
12,210.2162084302793,205.97395328791362,RUS
13,249.50412162520723,245.8614412400657,RUS
14,288.8859754100709,288.49471326152513,RUS
15,301.34270461404293,299.2383171780117,RUS
16,296.1609347606734,294.7040002348052,RUS
17,229.3367944384549,233.9478637537415,OCO
18,267.2417571088254,265.88499136575206,RUS
19,292.2636408743896,291.59464590914865,RUS
20,304.2599346284948,302.601204416273,RUS
21,299.8331331168831,298.9510144941991,RUS
22,148.66853651531434,149.31850356975679,OCO
23,230.3116445189896,231.01832431076997,OCO
24,279.790480255961,278.8291509322751,RUS
25,289.07083413333334,,RUS
