Minisector,VER,GAS,Fastest
0,259.39958836205545,244.09635932333532,VER
1,134.52099896189628,126.71346671648351,VER
2,200.19395588871575,202.48262173454856,GAS
3,246.02512751496997,249.49699438120635,GAS
4,259.736317767033,250.78159282637364,VER
5,190.00827792280703,172.04486745258228,VER
6,154.49279685741212,148.31431255516398,VER
7,186.8268386147186,187.32798620056855,GAS
8,105.73885766838427,104.20664106108596,VER
9,74.64801060686439,72.17203811042774,VER
10,98.01278466878898,99.65469240429815,GAS
11,183.93744093000754,195.00790799157895,GAS
12,241.3054778951474,249.51017132880926,GAS
13,256.5266749212314,270.25342567335497,GAS
14,267.6604163733333,266.6314190425397,VER
15,116.06112755810288,108.38133662735028,VER
16,144.40168874624504,161.78956666442576,GAS
17,191.21562313757727,182.91544104045065,VER
18,203.62960703152666,200.61904470007352,VER
19,216.35024448358544,204.5212432952381,VER
20,137.23649850929394,136.29089805367153,VER
21,115.83193796825397,95.37611942857826,VER
22,97.80530618017454,101.55130404598573,GAS
23,200.562920255014,204.78504303346162,GAS
24,250.16352301048067,250.71647940554746,GAS
