Minisector,SAI,STR,Fastest
0,292.58690556341446,291.69184791885715,SAI
1,304.38941662400003,303.7657258828011,SAI
2,309.2961768451019,309.357833343256,STR
3,313.5431830892386,307.6094225712281,SAI
4,200.61832324246546,189.1990373795091,SAI
5,211.53151296653593,214.03754225015874,STR
6,268.18401764,266.4112864618735,SAI
7,274.0803927754377,267.1226119148052,SAI
8,181.90301948064626,180.36763090117768,SAI
9,143.01535535350862,142.56461353373115,SAI
10,172.48664880326575,183.215594809958,STR
11,258.04304631516527,259.5067781354882,STR
12,250.92784053333332,247.78302875712833,SAI
13,225.3344255770561,227.30208926589063,STR
14,274.2382302780952,267.61240360874723,SAI
15,160.99471224532823,160.43670614235248,SAI
16,220.1038624993789,219.64302468239617,SAI
17,242.00979592420703,226.8928516399134,SAI
18,133.59472959996643,134.32990180824092,STR
19,241.52479850733212,244.25579765124817,STR
20,282.20850185148305,281.15190404569574,SAI
21,256.8791692610096,223.22866929156177,SAI
22,135.8993157897807,137.13917523908697,STR
23,206.43243380173382,211.3584234639443,STR
24,272.5644872960111,269.235568449905,SAI
