Minisector,NOR,HAM,Fastest
0,276.7919076738047,276.66711244865496,NOR
1,304.9420166385331,309.8251037933333,HAM
2,326.828500288,331.3319752,HAM
3,337.64786259369316,342.20424134564104,HAM
4,342.8985161717223,344.9798610666667,HAM
5,332.93226994285715,343.4867950605128,HAM
6,199.20517228281903,223.7941908105569,HAM
7,104.99104154798648,106.2692869484443,HAM
8,184.7313488740736,187.44230204517908,HAM
9,265.0740521592053,267.65871776374246,HAM
10,296.8272424242017,296.44410792318166,NOR
11,174.6294152588297,173.44622089206794,NOR
12,94.19385986891909,94.19339879829226,NOR
13,113.74860598104249,118.0850420906855,HAM
14,219.49370758023755,217.62539193970676,NOR
15,187.55972817299443,184.3676929271904,NOR
16,216.14825559706287,220.74930286208112,HAM
17,177.1368171376837,181.45413071012348,HAM
18,241.12307072593526,225.2082051657143,NOR
19,279.12743056911296,272.5847412527592,NOR
20,240.69177118423744,246.26404493688887,HAM
21,147.56759118032193,145.75699663391646,NOR
22,96.67633837765844,96.67946886645215,HAM
23,124.56959279406766,125.34739919391845,HAM
24,233.48297097396065,217.616419724433,NOR
25,,256.891499328,HAM
