Minisector,RUS,LEC,Fastest
0,293.0363146577778,295.0913591272178,LEC
1,182.7785170512221,162.98566292741552,RUS
2,177.6093071883824,185.89182566965988,LEC
3,254.40618434650213,258.5700632868623,LEC
4,284.39000699118924,286.2332376973471,LEC
5,244.81838810408806,263.2430101414141,LEC
6,229.50289136326532,235.14401656170645,LEC
7,159.27521939741678,152.4485585793575,RUS
8,224.12594705306043,227.4196825221171,LEC
9,277.29444321622157,281.3413909881108,LEC
10,300.2754666061327,300.6412391859127,LEC
11,309.85893294623224,310.52847887589684,LEC
12,313.95170949294857,316.958102934269,LEC
13,310.7742843326984,313.7780215856242,LEC
14,129.27631042951953,135.2697279424785,LEC
15,120.24453821898395,114.4633320910081,RUS
16,101.0863192380507,105.31075124906722,LEC
17,230.89739143981137,235.69342975278244,LEC
18,283.15298736040097,285.09416689635555,LEC
19,303.4184799684177,304.9259357649911,LEC
20,313.03878183683213,315.19583510933336,LEC
21,314.7536039893333,314.9091025932524,LEC
22,135.09760995259384,124.30612101152833,RUS
23,203.984992840946,208.285576336,LEC
24,269.6440242982313,272.7105631453974,LEC
