Minisector,PER,NOR,Fastest
0,289.44935696605796,284.7216871977143,PER
1,300.43806560253967,294.0599069361879,PER
2,306.9164931259259,299.41651508175045,PER
3,308.0173608177778,299.65743062320985,PER
4,191.01646146873176,196.57055603309968,NOR
5,214.44377893084092,213.2310484107592,PER
6,264.985454017974,263.7776918780062,PER
7,270.5039359839286,260.3186504486957,PER
8,189.56026337038776,192.22884179911355,NOR
9,155.96498331418297,146.61299668557336,PER
10,183.56639168864152,177.26562390436783,PER
11,257.54360801941044,255.9781792128436,PER
12,266.030166048,243.05951429780816,PER
13,231.22642501425383,222.47858778910248,PER
14,267.70397227644906,264.93847712278347,PER
15,164.645973398139,176.002829161908,NOR
16,222.2879358184153,217.56730803857855,PER
17,230.50205241713985,234.0643178540493,NOR
18,135.75548665619922,132.57552553720092,PER
19,240.82246791040984,236.34210706996154,PER
20,277.44838452390024,271.9977045120554,PER
21,248.9562965782047,248.6646807513747,PER
22,144.01680988932586,134.3923545803147,PER
23,212.18664862476464,200.30210815198734,PER
24,267.9760353890909,264.43559479219954,PER
25,,276.87361066666665,NOR
