Minisector,HAM,RUS,Fastest
0,268.6188972382587,267.00072539577246,HAM
1,288.0702649595682,285.80543923714924,HAM
2,285.11035687597706,288.6288145352765,RUS
3,122.68386161699597,121.16681496713424,HAM
4,193.9498658070073,192.70461909336112,HAM
5,248.30218911890947,243.58764817407192,HAM
6,140.63845335903954,137.91373812124388,HAM
7,205.75023730009596,206.24893879452793,RUS
8,256.08423708126446,255.22136670155388,HAM
9,276.36547238861175,273.46800945945995,HAM
10,229.1383700149403,223.83014373763976,HAM
11,171.52868411155336,177.93295437790977,RUS
12,188.88694381082604,190.47715199728984,RUS
13,142.78692021088915,148.44848035019496,RUS
14,180.2881231315849,173.11333381587303,HAM
15,158.4575330165451,159.5769997025386,RUS
16,215.4916287621983,212.71464291878942,HAM
17,234.27551981946755,222.29502721439877,HAM
18,237.93815245056206,228.58079682186437,HAM
19,245.08850921675213,241.88480084714382,HAM
20,139.87664950566023,145.26761190967736,RUS
21,134.20781364597008,136.07699655819536,RUS
22,169.40187518227665,166.54333986788177,HAM
23,149.27589033419233,151.88919178439744,RUS
24,223.52756287834515,225.95510606600556,RUS
25,,253.10417066666668,RUS
