Minisector,HAM,LEC,Fastest
0,285.4506841192652,286.9935209770308,LEC
1,127.68344737515659,122.43118020729732,HAM
2,154.1106397463743,167.84240787252833,LEC
3,215.44130300289856,210.7384833921429,HAM
4,166.18402776769588,164.96728575587554,HAM
5,247.47799335233606,247.36112965102538,HAM
6,211.08803067906865,210.91689689608714,HAM
7,138.64870477688788,140.14783158119957,LEC
8,235.99290615632594,238.65000668434115,LEC
9,278.94791706666666,279.4822649934248,LEC
10,287.6997537882353,291.04416597333335,LEC
11,148.6151297402242,150.94775046264215,LEC
12,224.83000181333333,223.2475667186147,HAM
13,273.92879506436685,273.6192716888889,HAM
14,266.1500972783069,277.53815949469055,LEC
15,100.31206810081885,100.80482782814815,LEC
16,220.47194611555557,222.54242608484847,LEC
17,272.16947307699434,275.02708406666665,LEC
18,294.06824330024534,294.37498058338736,LEC
19,303.62809541079366,304.96797629968256,LEC
20,306.8998616789775,308.89296305777776,LEC
21,280.4473856964058,295.28474912239767,LEC
22,154.78099421754303,159.8004755047619,LEC
23,235.58134927028277,236.05348180489904,LEC
24,277.4622556235294,276.5102165984912,HAM
25,289.7833344,286.0,HAM
