Minisector,VER,RIC,Fastest
0,257.2776815827823,259.6007450732198,RIC
1,130.67786402626146,134.24075709410226,RIC
2,265.8251829379515,266.68817613063936,RIC
3,307.5525422824418,308.45235876119926,RIC
4,305.09570228545334,307.1351005620451,RIC
5,313.32217251428574,314.64834556207023,RIC
6,318.85921513086424,320.3854356290268,RIC
7,319.90782075663833,319.21654695256393,VER
8,198.54991119549356,202.93995300558754,RIC
9,193.68100730027436,197.31992973002033,RIC
10,182.74338426791311,188.4045686266049,RIC
11,166.87281389985304,165.04484633296454,VER
12,253.80544264595736,250.77372577727328,VER
13,274.63482259367845,275.33953576852736,RIC
14,280.53553736116135,275.74673758284536,VER
15,271.4808602333333,278.0325046706547,RIC
16,181.324910794408,188.7768451349178,RIC
17,192.17546918391525,197.88811825957066,RIC
18,243.84264508790568,241.86972631113707,VER
19,287.9918676375212,288.5909025333333,RIC
20,308.73938081874314,312.4668718796864,RIC
21,315.96056548571426,320.22470239999996,RIC
22,309.472959292517,318.0303247741721,RIC
23,251.10142935510203,284.75551013947774,RIC
24,120.0686853742031,112.89000997121691,VER
25,,227.13333333333333,RIC
