Minisector,VER,HAM,Fastest
0,294.12602775820665,303.869166264254,HAM
1,164.81392592021993,162.7591296523126,VER
2,179.9087728357092,174.68399874504814,VER
3,251.8232843276334,255.62395529535857,HAM
4,284.0221706764289,284.59093428147406,HAM
5,260.7285118114286,255.51260528285454,VER
6,228.13188614509403,224.25293326358386,VER
7,151.83054542746203,152.76727777417764,HAM
8,222.4008351753484,222.81180362994644,HAM
9,278.9873109317172,280.34155387273984,HAM
10,299.88021457290927,304.4893125359443,HAM
11,310.84325984174984,321.3732288258207,HAM
12,315.38846760293427,332.8518827512424,HAM
13,317.0764677257143,331.8232537760401,HAM
14,131.7228915194798,128.7032588416927,VER
15,121.57868503644549,115.7492295933593,VER
16,105.33993489431883,101.0396202124016,VER
17,230.6876149769375,232.5695728248004,HAM
18,283.22120336922154,284.2122658687159,HAM
19,303.65332514938774,310.9902442399192,HAM
20,314.07729197860965,327.49882951298247,HAM
21,315.5611702057093,331.725314907442,HAM
22,126.30402593853213,126.89869690204185,HAM
23,199.60627279763924,203.83674918162964,HAM
24,270.2404214864198,272.2835863118742,HAM
25,285.64999936000004,291.77000192,HAM
