Minisector,NOR,ALO,Fastest
0,269.0052538474163,267.7143271403922,NOR
1,290.34576362666667,289.20419363387504,NOR
2,296.568245252845,296.51338382222224,NOR
3,124.89338688779196,131.20404596353472,ALO
4,191.33842751598092,181.1019504158368,NOR
5,252.2104095190807,259.1630851320301,ALO
6,134.981847836193,140.87964273927153,ALO
7,194.75631115200002,188.95711551867953,NOR
8,254.4230847315825,247.58373516964664,NOR
9,274.19721146907494,270.84742172,NOR
10,229.47091558956524,234.7347920059259,ALO
11,184.47770400881618,188.1098611176774,ALO
12,184.68774931820604,176.11603255349627,NOR
13,142.84651567596194,143.93679730778805,ALO
14,161.40881826402625,158.48766051143267,NOR
15,150.92568586672928,150.1155834295986,NOR
16,206.67321208357404,194.13605246636888,NOR
17,230.25028933355523,231.32473321973615,ALO
18,229.33082578498468,223.15259431030304,NOR
19,253.1811074673716,241.11113163828912,NOR
20,140.97746965186903,138.36902003742966,NOR
21,133.3381592687643,139.10931323973549,ALO
22,160.44644385086758,155.8039475058358,NOR
23,148.1460941585166,140.93420850737215,NOR
24,217.883478890952,216.49482009599996,NOR
25,246.52307593846155,247.26,ALO
