Minisector,HAM,GAS,Fastest
0,258.8193100741501,244.09635932333532,HAM
1,133.9223883190857,126.71346671648351,HAM
2,202.61908425023344,202.48262173454856,HAM
3,248.66071684832136,249.49699438120635,GAS
4,259.7309927292517,250.78159282637364,HAM
5,179.23343691809524,173.48326737505045,HAM
6,147.0212017652355,149.03325886445586,GAS
7,190.2306021611594,189.4097802123667,HAM
8,101.18361970883039,105.05628357537168,GAS
9,75.32594285675233,73.13411430061181,HAM
10,97.95139845149352,99.65469240429815,GAS
11,189.72326691887056,190.8997697945098,GAS
12,251.06795807392606,246.1331042624442,HAM
13,272.21246072250966,269.59246669668676,HAM
14,282.5247746361905,270.2062819265306,HAM
15,115.11712547213189,111.47282239990217,HAM
16,152.86490896315462,161.78956666442576,GAS
17,188.52797509587302,182.91544104045065,HAM
18,204.6783837183063,200.61904470007352,HAM
19,219.49275060201222,204.5212432952381,HAM
20,136.40413954878306,134.75414450415977,HAM
21,112.2814204121817,99.41896668072134,HAM
22,101.54572690903429,96.45505426312859,HAM
23,198.71575752842713,200.01413531863255,GAS
24,251.43530652012927,250.71647940554746,HAM
25,267.6714276571429,,HAM
