Minisector,LEC,GAS,Fastest
0,308.9438986666667,305.0530524957464,LEC
1,175.1822594265971,222.08129272439527,GAS
2,145.29107097035993,149.84904262791767,GAS
3,225.49443523255295,221.1659025113997,LEC
4,165.3297992778408,168.83232020066973,GAS
5,183.3980043460809,170.10974429810642,LEC
6,255.0260668803669,252.29844091885715,LEC
7,280.9062052113815,277.790427145061,LEC
8,288.5651313131313,284.87655681699414,LEC
9,259.98495220184736,255.54464862048454,LEC
10,242.97275479264482,244.833515713744,GAS
11,244.17825081342173,238.93765199595313,LEC
12,193.69730089636582,203.46036486855428,GAS
13,124.84145091536968,124.21349300380211,LEC
14,132.9182449711931,136.20209065379797,GAS
15,171.6798328991839,171.5944253847518,LEC
16,246.4259090909091,247.36426370526317,GAS
17,231.106865362387,246.2969726615205,GAS
18,112.311817801879,116.5026639920911,GAS
19,203.18205074157333,189.21030223628287,LEC
20,203.5695675768295,199.39722179474288,LEC
21,239.75873718816283,225.84987634145412,LEC
22,267.8830533448812,262.00324024747647,LEC
23,287.8355617538513,281.9769914872829,LEC
24,300.9623241861229,297.1603082376921,LEC
25,306.9562496,302.25374944,LEC
