Minisector,HAM,HUL,Fastest
0,252.09361830275554,258.90984842256256,HUL
1,281.57458325333334,295.01342259809525,HUL
2,171.96249462275216,162.80986946831015,HAM
3,169.97526149380494,171.18014782745098,HUL
4,261.19617634707777,262.40258865094154,HUL
5,264.3632597017811,269.4375001212121,HUL
6,219.8441744005983,218.90134965423482,HAM
7,206.43102483885212,193.506921944086,HAM
8,158.15607825162905,151.82967530683882,HAM
9,220.04887876923078,225.73553847980108,HUL
10,273.8818181818182,278.5614288304762,HUL
11,127.53026165830957,122.7869642101612,HAM
12,218.9455284167383,226.36958511040197,HUL
13,272.73636363636365,284.73254003809524,HUL
14,290.13520837333334,312.27347933121695,HUL
15,294.975,319.8396930245614,HUL
16,219.78192239858907,226.41214560814353,HUL
17,135.21884454545454,136.6364665844329,HUL
18,140.15027046786443,139.69192459302903,HAM
19,124.97925481499495,124.71846423884843,HAM
20,222.26210542292662,227.68563090598292,HUL
21,245.36904730209525,254.09484476577333,HUL
22,235.36763457634888,232.07745463815473,HAM
23,211.74209820689654,215.21083754955296,HUL
24,147.4552390404584,142.44624151680455,HAM
25,,223.8,HUL
