Minisector,NOR,LEC,Fastest
0,280.3678302693428,282.37971085687803,LEC
1,297.06990300416334,299.570410730284,LEC
2,293.6058928304762,293.9512031924544,LEC
3,179.8584346968978,169.61960263667453,NOR
4,215.85385607628862,216.97183358653174,LEC
5,202.7629560207663,196.67488637288739,NOR
6,180.8539036241903,175.10978268145524,NOR
7,202.99314155291657,199.89491850525727,NOR
8,256.06271517719415,252.26980868002383,NOR
9,269.10138423596044,264.84622327238094,NOR
10,169.66634325841218,163.1674900898324,NOR
11,238.7482314756765,232.2946842740497,NOR
12,113.33405150978051,111.34401498118586,NOR
13,218.39925474528027,223.74716717489252,LEC
14,274.3270505720146,276.55446844557724,LEC
15,292.46985029841267,293.4332961,LEC
16,219.43354085436752,204.70572119264182,NOR
17,185.50417932222527,184.11337522739078,NOR
18,264.4041595198984,260.6507581554669,NOR
19,290.49214803371905,292.0693109044346,LEC
20,302.25728390977446,303.7369124537987,LEC
21,301.45232782608696,304.92100273724867,LEC
22,253.3646294453928,273.55926440478805,LEC
23,117.40578351800926,113.48025848064648,NOR
24,235.9542690676187,232.41539070476188,NOR
25,267.8625024,,NOR
