Minisector,LEC,HAM,Fastest
0,302.9067644844942,304.9373891555957,HAM
1,239.8169986001867,236.2628714138351,LEC
2,132.78672032734076,130.64283335070755,LEC
3,237.67911572898635,239.90483706489206,HAM
4,195.266560338831,191.26712426383253,LEC
5,245.15857115245822,239.62073367286936,LEC
6,233.9853719460616,228.22824481966694,LEC
7,257.9298322827862,250.85328552563809,LEC
8,293.0804806929381,293.19982008751344,HAM
9,204.0264164982146,208.83994604677486,HAM
10,210.66055894863788,206.3977150508412,LEC
11,276.9426255312842,276.4222359837028,LEC
12,214.30604636607654,208.30689687499532,LEC
13,255.311126984127,255.07413434357042,LEC
14,293.3960408584127,295.22070989311896,HAM
15,315.78112193362193,311.41281181185894,LEC
16,324.2403736865801,315.22127975328794,LEC
17,215.94250102951594,208.78276377470667,LEC
18,262.27138598857965,263.4328250268132,HAM
19,293.0420192615385,300.6049022421456,HAM
20,306.75241916836944,323.5586384594609,HAM
21,311.8580246644712,328.87479128,HAM
22,157.07716400565457,155.91073658823456,LEC
23,235.27755707541448,240.57424658442386,HAM
24,279.8607446323451,297.83421622835516,HAM
25,287.2499986285714,313.17083306666666,HAM
