Minisector,LEC,NOR,Fastest
0,308.7388528035277,300.5820870870706,LEC
1,198.05772668281205,207.75288276139383,NOR
2,220.9104981228369,223.81436968655237,NOR
3,270.82514922574313,274.7010281026757,NOR
4,227.71413292320324,244.97162017376638,NOR
5,126.82289989923355,127.6368152828769,NOR
6,205.48594166320987,205.71430985085243,NOR
7,244.51526732674702,247.83124446541024,NOR
8,236.4872343658197,231.1911368532229,LEC
9,238.63525955572106,239.59647185553195,NOR
10,285.30293814688423,286.96241615116685,NOR
11,308.52179876648864,309.4392759269649,NOR
12,319.36382260035276,316.6958806820202,LEC
13,316.671898688,311.3108939088889,LEC
14,304.90154987570503,302.1141892145658,LEC
15,249.22613424899902,259.06942104543117,NOR
16,232.7695461183516,241.3030299826087,NOR
17,272.35189624069113,279.8240424617744,NOR
18,279.0130622811429,287.8219948039143,NOR
19,156.71489010830152,162.8331136822355,NOR
20,196.74229901157676,200.2765804378768,NOR
21,169.15873733326646,178.8885565996987,NOR
22,136.61983639653735,135.18503489215553,LEC
23,228.87619030881157,241.0738338449974,NOR
24,291.551631863107,288.85377014349206,LEC
25,304.87000064,,LEC
