Minisector,VER,HAM,Fastest
0,249.5973967111111,252.2764499640252,HAM
1,283.2802991740874,290.3269870303974,HAM
2,176.7783522239744,185.38478874287924,HAM
3,161.53010305741498,159.52914864352164,VER
4,256.13247812871134,260.5974490557823,HAM
5,271.01239109838235,271.65946967272725,HAM
6,235.38549577733986,236.12799991466665,HAM
7,206.79143919667948,210.43072007567415,HAM
8,162.2821970519744,159.85128152738662,VER
9,225.8750006153846,215.53764251427927,VER
10,271.01016238504627,271.6720238095238,HAM
11,133.378233700187,135.59558821753257,HAM
12,212.03817564895945,217.5510865280108,HAM
13,276.14940479999996,278.2625,HAM
14,297.02678580571427,301.819366966083,HAM
15,304.8703947789474,311.5833333333333,HAM
16,249.0122705762916,243.87008281573497,VER
17,130.40172527909615,130.55225643742477,HAM
18,129.7179543274001,133.8816519284819,HAM
19,119.89605557253405,120.61461632341171,HAM
20,226.9347746051282,228.45427618688726,HAM
21,258.36967545872324,257.0848957333333,VER
22,241.2981466852052,240.60149724070308,VER
23,218.60818058271605,218.63837624616974,HAM
24,139.6132145314647,138.66264842266293,VER
25,,217.0624976,HAM
