Minisector,SAI,NOR,Fastest
0,260.65726118310727,269.0052538474163,NOR
1,278.2020634311111,290.34576362666667,NOR
2,283.7623631541853,296.568245252845,NOR
3,134.58441517083853,124.89338688779196,SAI
4,190.6531060077073,189.27196461662018,SAI
5,251.72311414919673,254.36830425592282,NOR
6,140.1705407690261,136.52470497905014,SAI
7,206.47225317128445,192.5298201447619,SAI
8,253.9202932413673,253.62032504755794,SAI
9,274.3879563598763,273.85681079634855,SAI
10,229.94326530612247,229.47091558956524,SAI
11,174.64006311638803,184.47770400881618,NOR
12,184.0830597516957,182.890363939798,SAI
13,146.62702400371387,146.85903699083576,NOR
14,165.06954966483275,158.8105342469923,SAI
15,155.37976157742506,150.66196085818748,SAI
16,213.5663785211538,202.46658599442657,SAI
17,230.7883005286627,232.7533899932277,NOR
18,232.88587850434683,224.3098609120022,SAI
19,234.31436181813663,253.29744769003378,NOR
20,144.15183240167764,139.00900093096158,SAI
21,132.05284974234132,139.6128775394802,NOR
22,166.5245836629218,151.31392120651543,SAI
23,147.8152508615787,146.70154034130056,SAI
24,227.40954851184156,214.66613395187505,SAI
25,,246.52307593846155,NOR
