Minisector,LEC,HAM,Fastest
0,260.5184936886131,257.1647344252217,LEC
1,131.83842425218248,133.99826054849447,HAM
2,269.85940317633475,265.8352521673143,LEC
3,311.1957720639821,308.5520057570375,LEC
4,309.7745289999724,307.98717804767676,LEC
5,318.3899538687227,317.1129945521693,LEC
6,323.5836096764022,322.4539055768167,LEC
7,322.5672,323.0690809742857,HAM
8,198.64149888673626,214.54189210543515,HAM
9,206.94724383679196,200.36900012830284,LEC
10,179.3314000651882,184.86017363742985,HAM
11,174.49433731797768,173.04528386434032,LEC
12,261.07611339904344,258.12155583117243,LEC
13,284.1010132329908,281.8066596249736,LEC
14,287.45046379244667,286.5931711064935,LEC
15,279.0920545385104,276.3974906287467,LEC
16,170.8146371424305,170.79029828529423,LEC
17,197.72730174611462,194.81501464697092,LEC
18,250.97648102103705,246.7525493281746,LEC
19,294.1112488875844,292.3268682435253,LEC
20,312.0108025169463,310.8961327761606,LEC
21,317.779029265348,316.44562501714285,LEC
22,316.2634573578422,314.6391412711619,LEC
23,272.12723849142856,266.45902668072506,LEC
24,118.79779895050802,118.15612747673684,LEC
25,232.34999679999999,230.7562464,LEC
