Minisector,VER,NOR,Fastest
0,230.05844869760588,234.27757920743232,NOR
1,280.81433118730126,282.43170137777776,NOR
2,295.1485611257338,295.9643153160009,NOR
3,302.5526319855434,302.16421167424005,VER
4,281.38461688669986,264.57741205770617,VER
5,168.8249777829117,168.13621551161614,VER
6,259.49926625865214,262.6975638783837,NOR
7,274.5019577176069,279.84048963247506,NOR
8,215.85746119688815,208.17265929997487,VER
9,218.4634987903059,222.99525332573145,NOR
10,190.15005857363434,177.24762981189875,VER
11,222.72402468838644,226.61832231645928,NOR
12,210.30396244714197,200.74735780540453,VER
13,218.48013139947972,207.00894458178757,VER
14,220.84405464462816,226.43960391848228,NOR
15,183.5741058205472,178.35489815142805,VER
16,241.98674495014075,250.22664438566594,NOR
17,281.2701019307144,284.06475999751603,NOR
18,294.98523465592274,296.454921095857,NOR
19,291.0210413682219,287.9267818038033,VER
20,136.74952187505414,128.84635215890907,VER
21,165.3455013319518,154.0580960288127,VER
22,149.0998224143278,154.25941048741208,NOR
23,206.43986430878894,200.84263787740423,VER
24,150.21105988397858,144.74564058395165,VER
