Minisector,LEC,PIA,Fastest
0,281.55954074525573,275.97321160620726,LEC
1,304.2649679722449,304.12584496975654,LEC
2,318.54993704067226,316.1956169974026,LEC
3,325.4810732250245,323.35808546031745,LEC
4,329.5099064642177,325.9721702912045,LEC
5,331.97972222019047,326.8091606855011,LEC
6,205.01389865805922,216.00754513157494,PIA
7,112.22046266736865,108.93695096437114,LEC
8,198.35376583825993,188.63564528496238,LEC
9,269.60572373979795,265.30511536931215,LEC
10,297.7283657037331,291.6527240987655,LEC
11,166.77392348081634,162.67673039449872,LEC
12,95.5614184938839,98.10669671721121,PIA
13,123.2966715338453,117.11195872262587,LEC
14,227.65933945043477,222.20310441823764,LEC
15,195.53071519048524,200.77902839373968,PIA
16,238.59548634745826,231.18812803053757,LEC
17,188.33091246324804,188.67304695294158,PIA
18,243.2363191661376,242.37150527830968,LEC
19,283.3912366447972,278.4656189340803,LEC
20,252.93162691291863,240.90698978259104,LEC
21,153.35840824819624,146.59455606301592,LEC
22,98.43824939015622,98.54445486708322,PIA
23,128.22731761365057,125.83872110834145,LEC
24,231.97273812813853,228.08639360047076,LEC
