Minisector,VER,STR,Fastest
0,286.5438667929051,306.99765383822313,STR
1,296.0463769043478,323.4341270857143,STR
2,285.9299633073819,290.8057979494824,STR
3,119.28146519910611,110.05721310657005,VER
4,221.0231201032258,223.1573588141892,STR
5,273.5369121461883,272.6856664746667,VER
6,228.02110755555557,211.132242742357,VER
7,161.9495100261932,162.30546066616262,STR
8,217.65238032380952,206.43230520697006,VER
9,221.21885651247146,219.33255077596672,VER
10,122.84848295110257,119.52701887526467,VER
11,223.25206422349208,226.58335984899148,STR
12,128.31904192529282,123.03703470118174,VER
13,225.18311708444443,226.4336109511111,STR
14,277.6345719832381,275.39577123060707,VER
15,231.0734847074996,209.0985508112841,VER
16,192.75490321568628,194.52321852344016,STR
17,245.95637925910884,246.42127083185727,STR
18,210.9526863139785,197.313468334866,VER
19,182.2806443995327,184.0854771863202,STR
20,263.8660497414319,263.7454632997492,VER
21,285.3433841856502,279.45709114037265,VER
22,181.90889112471663,175.97663695041848,VER
23,214.12619252596008,217.18325939233964,STR
24,268.7772049759504,267.7317285870859,VER
