Minisector,HAM,SAI,Fastest
0,257.01002321927496,255.4722861904664,HAM
1,219.5214556417249,205.34700721881077,HAM
2,222.62552729446168,222.56362795560202,HAM
3,262.0668037610936,259.7814523395795,HAM
4,271.2928571936508,268.50730178136905,HAM
5,227.36161983443483,214.40233213941417,HAM
6,98.95305988530684,96.83546126358883,HAM
7,176.42323878478302,193.02665238354678,SAI
8,275.3923833267186,275.4316144341667,SAI
9,302.21799457684085,299.91531331717147,HAM
10,311.9417944916567,310.6956468312577,HAM
11,309.9448530196079,302.2396182113361,HAM
12,109.50505600517165,108.46397584187936,HAM
13,204.38135895624995,223.71977200173245,SAI
14,275.19123905064464,279.002703924769,SAI
15,296.4771640407554,294.82455785060904,HAM
16,236.12682350083958,213.86568254408314,HAM
17,125.11095914788334,127.47204132205502,SAI
18,152.2784663151122,158.85738258980703,SAI
19,255.85914020526903,256.66675019165626,SAI
20,154.02190710032937,149.92765560266983,HAM
21,131.5010691536034,131.2421085439336,HAM
22,204.83444469719197,210.14879322017046,SAI
23,205.1563042625892,197.80152901102377,HAM
24,170.2845628896982,174.216935675097,SAI
25,230.66108822464582,,HAM
