Minisector,HAM,RIC,Fastest
0,229.64199085243456,231.19609627101815,RIC
1,283.10231314365245,285.11307124419045,RIC
2,297.87866670933334,312.1759126160201,RIC
3,304.58596643963284,325.15327973244695,RIC
4,271.6456239341817,282.7261886945055,RIC
5,165.26972466362332,158.53039215525968,HAM
6,260.26106306206896,254.29704315457622,HAM
7,272.30464742564106,269.27822525096127,HAM
8,214.31591415717,212.56365887478273,HAM
9,219.11568832403523,215.13293271928418,HAM
10,186.1044411785899,180.5288396469337,HAM
11,219.10643988686869,221.5751060927078,RIC
12,207.52940678098523,202.70348693726217,HAM
13,216.8894718052798,206.01556094107596,HAM
14,219.0596272881966,214.8487462554864,HAM
15,183.5554973305098,176.88782362848605,HAM
16,245.45367337398474,238.64096550881584,HAM
17,284.61950057319115,276.92215798146503,HAM
18,295.6530000213333,283.75226872523587,HAM
19,282.71269095009524,275.38765495308644,HAM
20,131.9601068827514,131.4615362124961,HAM
21,162.78358778671202,163.44019605513782,RIC
22,150.62896800087856,142.0343340465128,HAM
23,211.56456618139524,204.9092899577188,HAM
24,143.87127023996123,142.77732826575243,HAM
25,178.93332906666666,179.3666730666667,RIC
