Minisector,VER,PER,Fastest
0,250.7917214061799,249.483366378819,VER
1,209.54893178439343,212.28086731213673,PER
2,199.505002469102,195.15330142037396,VER
3,244.94681732810668,252.3961282733073,PER
4,262.6321949990365,269.2830848736508,PER
5,284.8035393906884,288.54914144969695,PER
6,160.98028056649494,170.39274711204465,PER
7,176.12564148325924,174.363027434497,VER
8,262.7715078731575,265.32554233627707,PER
9,291.2967874200979,291.49808682601207,PER
10,302.7136365028572,303.9379887934694,PER
11,303.11401593322364,304.9792849907056,PER
12,108.12383696031827,113.87004321451933,PER
13,189.85960870944746,187.1991640872057,VER
14,268.2834803697101,269.24271100597804,PER
15,294.8600680406349,295.3824332311274,PER
16,296.0012921329594,299.6117846782232,PER
17,175.2322742430427,181.7274422014213,PER
18,206.81014205968253,219.633181016308,PER
19,260.37548375828675,262.75206191105065,PER
20,152.69799246532494,153.331666386247,PER
21,144.42372061313839,141.12876557433142,VER
22,218.97651574564102,220.53488636265726,PER
23,230.25236792625722,229.55173323976803,VER
24,153.21679454348524,150.98370989142856,VER
25,225.0857142857143,,VER
