Minisector,VER,SAI,Fastest
0,290.32400995822576,295.71231020071025,SAI
1,300.6795483068939,315.22516666666667,SAI
2,298.9438034697143,318.80437789601274,SAI
3,197.10203302860637,180.69779226492622,VER
4,211.05558206922825,205.8634208096587,VER
5,201.76679668693552,198.3128437120912,VER
6,263.72505476761904,261.7877928786769,VER
7,258.66576485256974,267.68253635710147,SAI
8,218.35274945734264,213.15266364400551,VER
9,217.51697554324724,221.78888686820792,SAI
10,141.09326521117524,139.14747641800557,VER
11,205.55908369058068,200.38847808793645,VER
12,187.23679246355087,185.5450153058564,VER
13,249.1734054129778,252.78281894749924,SAI
14,189.13839972845244,180.18305519030304,VER
15,234.3719366352735,227.71801226931674,VER
16,279.10185453779053,278.2515305953954,VER
17,285.7369645836498,290.7461850569697,SAI
18,280.74216689890466,288.0079678278363,SAI
19,270.99377408304764,273.91775404768975,SAI
20,267.43021530906395,268.723673809858,SAI
21,263.9432692773528,262.9057331495527,VER
22,235.12628806104888,229.80934154202725,VER
23,208.36152135547428,208.14041628240034,VER
24,269.156989249636,267.973844082203,VER
25,,285.01666666666665,SAI
