Minisector,VER,ALB,Fastest
0,285.97583047978196,284.36587170955266,VER
1,160.00610524202483,159.20976856635716,VER
2,172.8294051410101,164.8099690549259,VER
3,249.60761829159512,241.9745078471477,VER
4,282.4969195160091,282.96632997640836,ALB
5,248.27040593902368,224.64877638177094,VER
6,226.7364299134694,212.48655065756643,VER
7,158.3451073718656,150.19086264573144,VER
8,233.182187527384,228.58669729706668,VER
9,278.1205567106221,280.2858836339431,ALB
10,296.39836716843536,301.0653924517962,ALB
11,304.7436645023888,310.1475206715627,ALB
12,309.0058927817143,313.8267285175709,ALB
13,306.5375298961378,306.6213042333968,ALB
14,136.4233528669611,126.564721852267,VER
15,120.59691776731084,115.82774903833932,VER
16,95.91733902264612,93.8985425484516,VER
17,230.87106383726086,234.5049342866745,ALB
18,282.28813740190475,288.6518591940318,ALB
19,302.38512519227953,307.2741645090909,ALB
20,314.284644587726,316.59553882185463,ALB
21,315.2131060214668,320.2036576651852,ALB
22,121.06716170865445,120.94038716952522,VER
23,202.38749713617744,196.8314264162265,VER
24,267.81153377212,269.25984633018186,ALB
