Minisector,VER,OCO,Fastest
0,281.9394506238603,279.79323329260967,VER
1,123.70385677013142,116.7339616762556,VER
2,161.94534222250445,161.736614193498,VER
3,217.56581323658725,208.91249349233954,VER
4,165.24812101213132,163.6638514563265,VER
5,244.7581799360242,243.74959353769827,VER
6,215.11314765217392,224.29528316331977,OCO
7,141.15587768910407,134.30747819799757,VER
8,237.40171837714286,240.8349953700858,OCO
9,276.06390051137254,278.2813826319577,OCO
10,287.5490730955315,285.5267757791778,VER
11,154.05571515084486,159.25665118507223,OCO
12,223.43650745190013,221.89879700334788,VER
13,270.9402575174943,270.16514884342854,VER
14,269.08183040694564,268.7022065192157,VER
15,96.86345441992502,104.43797215548346,OCO
16,218.1917044285306,224.762755261678,OCO
17,272.7869214233766,270.5274970465072,VER
18,294.87046048750636,291.5659500384687,VER
19,305.4335635805195,302.17239341472435,VER
20,311.1181469707602,305.71851504761906,VER
21,288.1461556404509,289.01226357287896,OCO
22,160.89939309260163,168.19606149505393,OCO
23,238.1685923886595,229.66033581511957,VER
24,281.49473720760886,273.9769048476292,VER
25,289.0571428571429,285.8625008,VER
