Minisector,VER,PER,Fastest
0,315.7675185273201,309.90162180881833,VER
1,324.6840081095551,318.58965282031744,VER
2,325.72733147301585,315.56422951068583,VER
3,186.84377389053225,197.39527323776264,PER
4,129.43398521717438,123.76850241560571,VER
5,259.0778459114667,259.33583895906474,PER
6,295.85445931419315,292.70269114006925,VER
7,308.91167566836367,305.3601291505378,VER
8,265.7204438120546,274.6642505356298,PER
9,144.93224766918877,145.48235223919852,PER
10,216.02655305290324,221.24889379235742,PER
11,213.7506426552381,216.6434535101084,PER
12,197.96601728201682,200.06141984919353,PER
13,263.9448283106543,262.8625273776312,VER
14,299.0955514748904,297.2982203293092,VER
15,313.94807006745333,310.078358790182,VER
16,267.6416501585348,276.4022065646462,PER
17,209.89330511029908,202.2438001653209,VER
18,270.27676533684985,268.0088264994104,VER
19,300.5944388842481,299.17158159111113,VER
20,314.1379194038689,313.7956393104554,VER
21,296.8317476170159,304.97480821797586,PER
22,211.14246951894415,221.35671343744437,PER
23,259.438048584127,260.6397589655488,PER
24,296.43951649637256,295.70177118229674,VER
25,306.2812512,306.4375008,PER
