Minisector,VER,ALO,Fastest
0,252.26308827875556,246.2112361734369,VER
1,215.57867562410786,209.7656442408791,VER
2,211.740825971447,209.78064279914886,VER
3,259.5883828383216,259.5748304942995,VER
4,274.82538224438673,275.3930519320798,ALO
5,288.16955300442544,291.35183139442427,ALO
6,165.09836875851852,154.21725187570493,VER
7,167.30768815349,188.28168960732089,ALO
8,265.0246310575469,272.972391903323,ALO
9,291.3144072692917,305.4455663012063,ALO
10,302.0975440795767,314.28988807720515,ALO
11,300.97999561500814,295.6823941617778,VER
12,115.75609935368928,106.05519958470994,VER
13,189.33471498828283,199.650979730116,ALO
14,269.72361757056274,279.799336042449,ALO
15,290.1500854128104,310.3897855407407,ALO
16,296.0570668960401,311.24423678245233,ALO
17,187.8679464246349,179.27539965561297,VER
18,218.10924360691357,224.96252858694885,ALO
19,266.68083733491346,258.6993809994805,VER
20,153.68912325917609,144.90315795528343,VER
21,148.7173577175713,146.52900473833887,VER
22,219.7426151256733,226.76060650623882,ALO
23,237.58366071122154,218.33336248100693,VER
24,162.99287449821276,151.64105179505572,VER
25,226.3249984,,VER
