Minisector,VER,STR,Fastest
0,269.1423719471623,268.6990068191893,VER
1,289.47643242718885,288.81747719241616,VER
2,298.76043951048206,296.4671224746032,VER
3,128.46152340888906,121.07985538129036,VER
4,195.28709145171513,192.83821595482019,VER
5,253.4258778031746,253.7387600577997,STR
6,140.19296480178593,135.3700672333439,VER
7,201.38553349004144,195.80553415457615,VER
8,257.46729092396606,253.97925342353318,VER
9,283.3996861245772,280.486396363323,VER
10,236.79527429943965,224.65897822190536,VER
11,185.25700829547102,174.0829452994239,VER
12,183.4330721905028,180.09485313316955,VER
13,149.99518850740182,144.1981423373069,VER
14,174.80001866021504,171.6604499673471,VER
15,163.77897728989294,155.3999234836252,VER
16,214.25927477285038,212.27939403834142,VER
17,239.37804700813186,231.29023633645517,VER
18,242.30806634855546,232.5475725438322,VER
19,249.28450711143088,229.95557383334102,VER
20,144.25368881605914,137.9920231234913,VER
21,137.0690603917355,131.2202607212638,VER
22,166.74389468354732,167.1585631189848,STR
23,152.97394454999272,144.48915004825278,VER
24,226.5714913466834,217.35394490353826,VER
25,,251.25000106666667,STR
