Minisector,HAM,GAS,Fastest
0,293.51901485104764,288.660906540211,HAM
1,219.47775928562356,206.09129583654098,HAM
2,230.49535368806679,222.98566208422207,HAM
3,274.214720291542,270.15751488,HAM
4,248.43452720958155,245.18441719906758,HAM
5,127.70006109745242,128.6969705771609,GAS
6,210.6823151666058,209.69375080691358,HAM
7,256.4225438645063,253.51942045654775,HAM
8,245.28415768911148,237.08298788500957,HAM
9,233.91914271024763,232.13352335783392,HAM
10,273.4077709206349,272.07473543837943,HAM
11,292.7288322818471,289.05147435885715,HAM
12,301.9382331555555,299.58661439668265,HAM
13,306.6216618969697,304.54627689280755,HAM
14,301.15473025254903,300.12820855714284,HAM
15,254.65214162692064,251.61532994768132,HAM
16,243.05536007486543,236.06155039268572,HAM
17,277.1314758664662,274.1572852864,HAM
18,285.3997894252819,286.9678908341568,GAS
19,160.7392265360581,163.06813391586894,GAS
20,209.5854820867577,206.9659622544684,HAM
21,189.0313772127961,182.80261629131456,HAM
22,136.27991038281144,137.87964556710602,GAS
23,229.1800849610921,230.67680074240002,GAS
24,276.9679835363265,274.89784700931125,HAM
