Minisector,PER,SAI,Fastest
0,290.67744954761906,291.94788433886623,SAI
1,300.34682554920636,301.17307912727273,SAI
2,275.09607916596826,293.86590042918715,SAI
3,104.91190515627494,111.04308721419794,SAI
4,224.86916688894448,225.20657798890036,SAI
5,270.37946480346324,271.28742256361676,SAI
6,215.10132475791355,219.79021074775758,SAI
7,168.17084227345552,166.52253608064424,PER
8,208.50221265985786,210.60203780276706,SAI
9,218.34284691809523,224.4280035830921,SAI
10,118.5854996457008,115.8477702381316,PER
11,230.51684280041127,230.71358210555775,SAI
12,124.04132959601965,120.71059550566308,PER
13,222.0150836682422,222.1398624529496,SAI
14,271.54492749271395,274.0558334533333,SAI
15,224.3945464507864,241.3564629876132,SAI
16,194.83195413312714,192.3123464902334,PER
17,248.37142664410254,245.99486033879367,PER
18,212.30179040545792,221.800922299695,SAI
19,183.22815342105085,176.75752309696816,PER
20,262.168676893372,261.3840702947846,PER
21,288.95156959769116,289.2930295160067,SAI
22,172.19942459568787,181.6505027958153,SAI
23,210.41451025645932,199.8460854075987,PER
24,268.7730528806885,270.3174188311688,SAI
25,283.2083328,283.8374992,SAI
