Minisector,LEC,SAI,Fastest
0,295.30379587160496,287.68332745295237,LEC
1,163.46209916813208,164.10221203665273,SAI
2,171.24850044732497,176.99879565575594,SAI
3,250.78502474933828,253.50535279490413,SAI
4,282.75977636598617,281.8154985606096,LEC
5,250.97287766105399,247.25888754867722,LEC
6,231.9721553772431,227.01457553782404,LEC
7,160.35128493973028,155.84563878098334,LEC
8,229.55952528895654,233.47304221787886,SAI
9,278.70274790549706,280.50859950217824,SAI
10,298.69637844771916,297.5777231494737,LEC
11,313.9528808765186,305.4610937066667,LEC
12,320.13377190175436,310.04689507340066,LEC
13,318.29162936485307,307.81754502635016,LEC
14,129.33554147480103,132.01654120345805,SAI
15,118.80568400976483,118.53129024710977,LEC
16,98.15035036638346,99.49661024977416,SAI
17,233.36959278099755,236.45016046726144,SAI
18,283.43594607847615,284.83169377121897,SAI
19,302.45455982419753,302.7515185802554,SAI
20,313.8088477970068,312.1134137236424,LEC
21,310.44844827107767,316.15473258382156,SAI
22,121.69518599481593,117.78835782830619,LEC
23,203.89970728277058,208.21722746959708,SAI
24,269.7969609968849,266.49343611791795,LEC
