Minisector,HAM,PER,Fastest
0,309.8707383216562,294.6921589057326,HAM
1,316.21469299649124,296.8675438596491,HAM
2,311.2701392,297.479443608638,HAM
3,231.7503755125596,233.98110075293377,PER
4,222.91430959706958,234.1775008,PER
5,118.62423670695226,114.40525307825739,HAM
6,214.71865668793708,221.33842139455854,PER
7,268.002650569697,270.3435654675737,PER
8,233.63267165866665,231.66346358974357,HAM
9,118.4729541407897,117.26649676856748,HAM
10,234.40859908944188,237.52376672902142,PER
11,244.67699357681158,256.60243294078674,PER
12,139.7075654950058,137.1228482104114,HAM
13,210.20954257495592,216.53333226666666,PER
14,268.0868926926077,269.2132761440994,PER
15,229.36512722962962,222.19855897435897,HAM
16,157.04175788444445,161.91425766277663,PER
17,238.38699925333333,243.94500006400003,PER
18,125.74903215591162,123.87320460625385,HAM
19,148.1324012550392,147.57617482418033,HAM
20,190.4363859657143,198.71350501937602,PER
21,261.1419849956693,259.98760027633574,HAM
22,278.2791663746032,275.47539096367296,HAM
23,285.26150764263036,280.5897915504762,HAM
24,290.79344053864634,289.7088867663232,HAM
25,293.0,,HAM
