Minisector,HAM,NOR,Fastest
0,306.55516672,300.60758380811285,HAM
1,244.72568286664665,239.04318131722152,HAM
2,135.92056517371387,131.9895233220487,HAM
3,239.09734003333332,239.2851559,NOR
4,191.5466026073486,189.43235484588718,HAM
5,242.11861986666668,246.47623794087517,NOR
6,228.5845399313202,232.75791786157885,NOR
7,258.49302015844535,258.8815376713574,NOR
8,288.05969179234694,285.35267874285717,HAM
9,218.3721824152341,203.59166298326576,HAM
10,208.16594660250627,205.13328511746033,HAM
11,272.3344125177027,271.146018384297,HAM
12,219.6377375085714,210.2347605912934,HAM
13,250.21031565460203,252.4464167918273,NOR
14,292.6909800439561,292.34273832929034,HAM
15,307.8405449846154,303.70016674133336,HAM
16,306.10966660266666,298.2155442871795,HAM
17,238.87768602428605,231.3793707932775,HAM
18,270.2083335727891,271.6846732571429,NOR
19,300.14591555076,297.9941831892818,HAM
20,308.13480951466664,302.98685891282054,HAM
21,299.37506847949874,292.6223349298168,HAM
22,160.58745903726702,152.6580118153846,HAM
23,238.43445019506885,241.71182936282642,NOR
24,290.2615415473711,288.46761442904136,HAM
25,302.4,,HAM
