Minisector,LEC,HAM,Fastest
0,295.30379587160496,297.54730081212125,HAM
1,163.46209916813208,150.6675177068071,LEC
2,171.24850044732497,165.26209413083652,LEC
3,250.78502474933828,245.3799650727619,LEC
4,282.75977636598617,282.65137436398265,LEC
5,250.97287766105399,245.34674925804927,LEC
6,231.9721553772431,218.33269116838088,LEC
7,160.35128493973028,152.01368774392608,LEC
8,229.55952528895654,228.70067434121106,LEC
9,278.70274790549706,280.65960747953494,HAM
10,298.69637844771916,296.7998840250677,LEC
11,313.9528808765186,305.8264916566899,LEC
12,320.13377190175436,310.83885212514286,LEC
13,318.29162936485307,303.1953909617778,LEC
14,129.33554147480103,124.47551966575821,LEC
15,118.80568400976483,119.81074291045803,HAM
16,98.15035036638346,96.95526268077057,LEC
17,233.36959278099755,234.0936464617065,HAM
18,283.43594607847615,286.3928883765427,HAM
19,302.45455982419753,304.7210994694737,HAM
20,313.8088477970068,313.9734456529101,HAM
21,310.44844827107767,313.69223120159023,HAM
22,121.69518599481593,127.83484072490006,HAM
23,203.89970728277058,202.74804337559496,LEC
24,269.7969609968849,268.9565330958711,LEC
