Minisector,VER,HAM,Fastest
0,278.07342382423815,276.2446203429673,VER
1,293.40517076047706,293.50993354826295,HAM
2,288.50716644977774,288.2825223671014,VER
3,185.2457295858079,192.4673086235589,HAM
4,128.48371273105846,129.0565970733891,HAM
5,241.83968613604995,238.48184603253685,VER
6,284.1154711586092,284.6258660114214,HAM
7,287.7578516923077,293.8361111111111,HAM
8,169.2818773561483,187.45908177799666,HAM
9,144.8044052565779,151.14072077478693,HAM
10,253.2952613095546,253.41378073732844,HAM
11,284.771000192,289.3744283153148,HAM
12,294.6134999893333,303.42807223518486,HAM
13,288.019283606613,282.8998397948718,VER
14,299.8918404444444,299.8137859474285,VER
15,298.58802062222225,302.98830227743275,HAM
16,258.8636277280788,266.3574242092328,HAM
17,234.4218825496774,230.51087620930508,VER
18,285.2332537333333,282.170216454321,VER
19,303.2615942956522,307.7677525083503,HAM
20,300.6478330026667,310.5488913258565,HAM
21,232.83640919040232,242.2378636269026,HAM
22,260.50854631292515,261.1418369414966,HAM
23,142.76350124965356,142.91306491268685,HAM
24,217.02543983857603,206.69557930931427,VER
25,,257.94444373333334,HAM
