Minisector,HAM,LEC,Fastest
0,290.02803108810457,300.13141353202616,LEC
1,161.72397885446438,165.0904987880549,LEC
2,172.91668245450023,167.38405228977592,HAM
3,253.99094713634688,247.59002782577778,HAM
4,282.97447919919193,282.40439841693126,HAM
5,251.22325979484884,244.09130963279907,HAM
6,226.51628059654323,216.47539570152958,HAM
7,152.49442697936607,151.74376179732585,HAM
8,227.6616124216889,226.69336437456388,HAM
9,277.54959257981494,278.1489584811428,LEC
10,296.26500636818713,297.1736534358095,LEC
11,302.8733872364827,305.25339564485944,LEC
12,305.74185465797825,307.5219907555556,LEC
13,307.57318374472936,304.547516446851,HAM
14,134.21264774699293,137.6588157052458,LEC
15,123.94448683960108,125.27071617533932,LEC
16,103.05889905867068,102.81089250633377,HAM
17,233.8267496010442,229.70259011881413,HAM
18,285.6946441504974,284.20913514405873,HAM
19,303.923421870548,305.96020671331365,LEC
20,312.87022803640474,315.91512412114287,LEC
21,317.5365497263158,320.4341891832568,LEC
22,125.01136135422496,127.36576925630808,LEC
23,205.7958228143777,197.48651445681227,HAM
24,266.6783066451948,267.77778037714285,LEC
25,,282.88124992,LEC
