Minisector,LEC,PER,Fastest
0,250.52169986888887,244.06300834690552,LEC
1,286.2675604076872,281.25199186463493,LEC
2,182.7975978692789,192.42798044940804,PER
3,162.28640765928608,151.51777342546274,LEC
4,257.4765884639318,257.3829027957357,LEC
5,272.44682827580954,274.09305897562456,PER
6,234.1672028383067,240.20951051984804,PER
7,217.59335405714288,207.78288657607916,LEC
8,162.3837270749655,159.77868302331422,LEC
9,217.24061318179895,214.60756114472716,LEC
10,273.93532564343593,269.7147132333333,LEC
11,125.26487178738941,134.73401423166538,PER
12,207.91877574357963,216.50496506703644,PER
13,273.90224910506663,273.9423026668513,PER
14,299.1780549688889,296.7375511093881,LEC
15,310.06020474828284,306.9708436220325,LEC
16,256.90894552673967,237.33075872157536,LEC
17,130.67663945459765,133.71785042958595,PER
18,132.50290015740782,127.95731388797529,LEC
19,124.79085068484869,120.97674255035355,LEC
20,220.0177989272193,225.02427684150658,PER
21,253.4903732104258,259.9720589202962,PER
22,243.83448660483515,240.1042757856508,LEC
23,217.03220010111923,212.95394369902363,LEC
24,138.74016603177228,140.54516192893743,PER
