Minisector,VER,HUL,Fastest
0,298.6698245392761,300.67836737460937,HUL
1,196.18652925802084,179.97162872382754,VER
2,224.5127634569121,221.4070157854601,VER
3,273.8745637001698,274.7130043594068,HUL
4,247.6850655730032,240.1617844562154,VER
5,127.49866052326523,122.42753890566878,VER
6,206.5330985210628,193.2068545590739,VER
7,249.9807471236175,234.67842824983146,VER
8,231.01889898923767,226.47973424069207,VER
9,225.02026225574969,223.24096564470008,VER
10,273.30414043484734,272.80596346145643,VER
11,290.03887109360693,289.8704106858054,VER
12,298.6496419390391,298.9934331497488,HUL
13,300.33111669043205,303.65653439153436,HUL
14,302.06294896036724,305.66444796426464,HUL
15,234.49015967189877,246.67116290187744,HUL
16,228.94513377390032,223.38286899437966,VER
17,273.79664137677906,272.6114048865071,VER
18,289.93467337038976,290.54181983371564,HUL
19,144.59583781642175,145.40762227512954,HUL
20,210.77976598785898,198.14015232229548,VER
21,173.3356025987018,181.09036100141006,HUL
22,146.84242886207275,137.2689479352534,VER
23,242.1764317543425,236.50060199787927,VER
24,284.56654563754523,280.10299137084513,VER
25,,298.5282608695652,HUL
