Minisector,SAI,NOR,Fastest
0,283.6610410230303,294.85579257824566,NOR
1,295.6253430016072,310.88268996208126,NOR
2,302.7052844566225,317.12822205155555,NOR
3,296.4710566086274,301.7560428152381,NOR
4,158.02471191523955,159.0908630941436,NOR
5,201.32018463661916,198.51447352156373,SAI
6,223.46757703721164,212.9500325185185,SAI
7,260.8373244618182,256.8361716709849,SAI
8,245.29087202502367,243.04690050521037,SAI
9,145.24562160211076,150.52000475515646,NOR
10,217.54214377967534,215.05214071430873,SAI
11,124.8688880066886,124.89658212776537,NOR
12,234.6074109037037,229.50036522975338,SAI
13,166.99841686180207,165.5139451763593,SAI
14,209.38718135181955,213.10050975823114,NOR
15,221.900508672,217.37730681565358,SAI
16,253.84299220899607,250.2142548741551,SAI
17,284.13456852531255,277.70490393469385,SAI
18,144.3907067091724,144.38493802367313,SAI
19,161.38023703843115,167.44544589098822,NOR
20,129.96081299054904,139.10691183351662,NOR
21,145.80415794161289,146.33254322158052,NOR
22,107.56673963202822,106.03486786646683,SAI
23,214.7942949035046,219.62391504180084,NOR
24,262.8776686029712,259.512204754623,SAI
25,277.2624992,273.27857097142856,SAI
