Minisector,VER,RIC,Fastest
0,281.1177185041812,285.25318891462666,RIC
1,297.41290111212146,302.7413189483242,RIC
2,294.98674447140644,297.1689093665563,RIC
3,187.3554041529522,169.98044841984634,VER
4,134.86829383010584,121.4435228416829,VER
5,244.11726945698166,237.91959781659972,VER
6,283.4182980778038,294.54039313540994,RIC
7,290.82692246153846,307.3192816141858,RIC
8,191.5418000702392,180.31408872907951,VER
9,154.1649308410548,144.42804787482993,VER
10,256.5545398285714,255.88301824436434,VER
11,291.47756246868454,295.78881321604274,RIC
12,304.4598767987761,311.35811640056033,RIC
13,292.08657217285327,276.4539140948539,VER
14,301.32037557069526,299.6541174793651,VER
15,302.83442230647154,306.05464997389805,RIC
16,265.9080564100822,254.64394426009852,VER
17,239.6825426404548,220.12477896996117,VER
18,279.8254442891479,283.92133397333333,RIC
19,297.12016045460814,316.88121669433406,RIC
20,299.32024641105585,334.3272455757576,RIC
21,247.32463603339687,225.572971035427,VER
22,267.91899123938856,253.69755810574713,VER
23,145.66338297420236,148.5276018454116,RIC
24,227.01029311167767,210.96422361812097,VER
25,,263.99868928035096,RIC
