Minisector,NOR,GAS,Fastest
0,297.4625464368886,286.09069727625973,NOR
1,316.8531128747795,297.57541558257384,NOR
2,325.4703776333333,303.5252714801542,NOR
3,311.62314285714285,289.048529132549,NOR
4,170.22461084643479,170.73971332063493,GAS
5,206.43161630036633,200.44744455111112,NOR
6,232.3672875202552,231.1670178031623,NOR
7,266.4770733662888,263.67555555555555,NOR
8,247.58835978835975,254.8844241655707,GAS
9,162.75756687426062,158.94469329992737,NOR
10,222.13330898992407,222.29723583613378,GAS
11,126.81562304393911,125.08216112380953,NOR
12,228.7815855477809,223.22956062092936,NOR
13,177.4415008332787,181.5285629768079,GAS
14,216.41140668666665,205.85633598451358,NOR
15,241.20802182121523,234.990625015873,NOR
16,264.0077161323457,258.56092719411146,NOR
17,283.6773851229893,282.84712418300654,NOR
18,155.46768970124083,158.17691852319433,GAS
19,160.24322817792626,157.50817950577778,NOR
20,142.61392596996134,137.46350365019438,NOR
21,229.91800615238094,219.7478641150031,NOR
22,262.6533062817391,259.4530348634574,NOR
23,252.9437415288787,243.87298186899645,NOR
24,274.6359188644156,267.7109939044282,NOR
25,283.6477277090909,280.5250001777777,NOR
