Minisector,HAM,SAI,Fastest
0,253.20805177124777,255.17038784761903,SAI
1,210.57113279319142,205.30563648179273,HAM
2,222.44567997667576,218.02343869999999,HAM
3,262.1383931428571,263.51556850392154,SAI
4,276.3804203934691,275.7495002026667,HAM
5,224.32872275268818,216.5208950491859,HAM
6,97.6501521137319,93.46862643063685,HAM
7,177.5011400752403,183.27972457788675,SAI
8,267.29674220130835,276.1020960792381,SAI
9,290.33920562916705,309.29030638004537,SAI
10,299.7372154501035,320.65747185442274,SAI
11,295.6831208264219,313.7174234666667,SAI
12,114.0450006933485,113.63280890932508,HAM
13,211.09545848332212,215.89210551965436,SAI
14,274.60728316559783,275.12383368533335,SAI
15,292.3991201722567,293.58184528888887,SAI
16,227.07414067788375,221.6927978470046,HAM
17,123.83593528208154,122.28421603482592,HAM
18,153.3941078320632,153.48641938352552,SAI
19,252.3146101300696,251.92147472527475,HAM
20,159.36027491288954,153.6754449665925,HAM
21,129.84229136013397,129.22342591118993,HAM
22,201.67436744066896,204.31317261367408,SAI
23,212.9743255019482,206.53472184242426,HAM
24,168.3564819148695,165.695879902414,HAM
25,229.541664,,HAM
